,Public Food Key,Classification,Food Name,Total calories(kcal),Protein,Total Fat,Total dietary fibre,Alcohol,Total sugars,Carbohydrates,Sodium (Na),Saturated fatty acids,Monounsaturated fatty acids,Polyunsaturated fatty acids,Trans fatty acids,Cholesterol,Categories,Food Description
666,F000520,18101,"Beef, casserole meat, boneless, blade, semi-trimmed, casseroled",177.82,29.80,6.40,0.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,62.00,Beef ,Raw beef from the fore portion of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.
667,F000828,18101,"Beef, steak, boneless or bone-in, blade, untrimmed, raw",168.98,21.00,9.50,0.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,47.00,Beef ,Raw beef from the fore portion of the carcase. Lean muscle meat with internal and external fat attached.
668,F000879,18101,"Beef, steak, with bone, blade, untrimmed, grilled, no added fat",189.05,30.50,7.40,0.00,0.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,80.00,Beef ,Cooked beef from the fore portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.
669,F000521,18101,"Beef, casserole meat, boneless, blade, untrimmed, casseroled",190.01,29.30,8.00,0.00,0.00,0.00,0.00,41.00,0.00,0.00,0.00,0.00,62.00,Beef ,Raw beef from the fore portion of the carcase. Lean muscle meat with internal and external fat attached.
670,F009782,18101,"Beef, casserole meat, boneless, blade or chuck, lean, raw",118.31,22.60,3.00,0.00,0.00,0.00,0.00,59.00,0.00,0.00,0.00,0.00,56.00,Beef ,"Raw beef from the fore portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
671,F009785,18101,"Beef, casserole meat, boneless, blade or chuck, lean, casseroled, no added fat",191.92,31.80,7.10,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,0.00,58.00,Beef ,"Cooked beef from the fore portion of the carcase. Browned, simmered in minimal water for 2 hours then drained. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
672,F009783,18101,"Beef, casserole meat, boneless, blade or chuck, semi-trimmed, raw",154.40,21.80,7.40,0.00,0.00,0.00,0.00,56.00,0.00,0.00,0.00,0.00,56.00,Beef ,Raw beef from the fore portion of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.
673,F009786,18101,"Beef, casserole meat, boneless, blade or chuck, semi-trimmed, casseroled",215.82,30.70,10.30,0.00,0.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,59.00,Beef ,"Cooked beef from the fore portion of the carcase.  Browned, simmered in minimal water for 2 hours then drained, without added fat. Lean muscle meat with internal fat. Majority of external fat removed."
674,F009784,18101,"Beef, casserole meat, boneless, blade or chuck, untrimmed, raw",174.71,21.30,10.00,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,56.00,Beef ,Raw beef from the fore portion of the carcase. Lean muscle meat with all internal and external fat attached.
675,F009787,18101,"Beef, casserole meat, boneless, blade or chuck, untrimmed, casseroled, no added fat",225.14,30.30,11.50,0.00,0.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,59.00,Beef ,"Cooked beef from the fore portion of the carcase. Browned, simmered in minimal water for 2 hours then drained, without added fat. Lean muscle meat with all internal and external fat attached."
676,F000523,18101,"Beef, casserole meat, boneless, chuck, lean, raw",123.57,23.00,3.40,0.00,0.00,0.00,0.00,62.00,38.92,42.36,15.03,3.70,67.00,Beef ,"Raw beef from the fore portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
677,F000522,18101,"Beef, casserole meat, boneless, chuck, lean, casseroled, no added fat",227.77,33.00,10.60,0.00,0.00,0.00,0.00,53.00,36.49,48.05,13.05,2.40,54.00,Beef ,"Cooked beef from the fore portion of the carcase. Browned, simmered in minimal water for 2 hours then drained. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
678,F000525,18101,"Beef, casserole meat, boneless, chuck, semi-trimmed, raw",165.63,22.00,8.60,0.00,0.00,0.00,0.00,59.00,0.00,0.00,0.00,0.00,66.00,Beef ,Raw beef from the fore portion of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.
679,F000524,18101,"Beef, casserole meat, boneless, chuck, semi-trimmed, casseroled",253.82,31.60,14.20,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,55.00,Beef ,"Cooked beef from the fore portion of the carcase.  Browned, simmered in minimal water for 2 hours then drained, without added fat. Lean muscle meat with internal fat. Majority of external fat removed."
680,F000527,18101,"Beef, casserole meat, boneless, chuck, untrimmed, raw",180.45,21.70,10.50,0.00,0.00,0.00,0.00,58.00,0.00,0.00,0.00,0.00,66.00,Beef ,Raw beef from the fore portion of the carcase. Lean muscle meat with all internal and external fat attached.
681,F000526,18101,"Beef, casserole meat, boneless, chuck, untrimmed, casseroled, no added fat",260.28,31.20,15.10,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,55.00,Beef ,"Cooked beef from the fore portion of the carcase. Browned, simmered in minimal water for 2 hours then drained, without added fat. Lean muscle meat with all internal and external fat attached."
682,F000561,18101,"Beef, diced, lean, raw",137.19,27.90,2.70,0.00,0.00,0.00,0.00,38.00,38.92,42.33,14.98,3.80,54.00,Beef ,"Raw beef, purchased diced and likely to be from various regions of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
683,F000560,18101,"Beef, diced, lean, dry-fried, no added fat",156.07,32.10,2.90,0.00,0.00,0.00,0.00,47.00,34.94,48.67,13.36,3.00,77.00,Beef ,"Cooked beef, purchased diced and likely to be from various regions of the carcase. Fried for 3-5 minutes with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
684,F000559,18101,"Beef, diced, lean, casseroled, no added fat",179.49,36.50,3.50,0.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00,0.00,71.00,Beef ,"Cooked beef, purchased diced and likely to be from various regions of the carcase. Casseroled with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
685,F000564,18101,"Beef, diced, untrimmed, raw",146.75,27.60,3.90,0.00,0.00,0.00,0.00,38.00,0.00,0.00,0.00,0.00,54.00,Beef ,"Raw beef, purchased diced and likely to be from various regions of the carcase. Lean muscle meat with internal and external fat attached."
686,F000563,18101,"Beef, diced, untrimmed, dry-fried, no added fat",162.05,31.80,3.70,0.00,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,77.00,Beef ,"Cooked beef, purchased diced and likely to be from various regions of the carcase. Fried for 3-5 minutes with no added fat. Lean muscle meat with internal and external fat attached."
687,F000562,18101,"Beef, diced, untrimmed, casseroled, no added fat",184.99,36.20,4.30,0.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00,0.00,71.00,Beef ,"Cooked beef, purchased diced and likely to be from various regions of the carcase. Casseroled with no added fat. Lean muscle meat with all internal and external separable fat attached."
688,F000836,18101,"Beef, steak, boneless, fillet or tenderloin, lean, raw",136.23,22.20,5.20,0.00,0.00,0.00,0.00,57.00,41.02,43.50,11.19,4.30,58.00,Beef ,"Raw beef from the midsection of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
689,F000835,18101,"Beef, steak, boneless, fillet or tenderloin, lean, grilled, no added fat",178.30,31.90,5.50,0.00,0.00,0.00,0.00,49.00,35.72,49.42,11.86,3.00,70.00,Beef ,"Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
690,F009781,18101,"Beef, steak, boneless, fillet or tenderloin, semi-trimmed, raw",158.94,21.70,8.00,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,58.00,Beef ,Raw beef from the midsection of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.
691,F000837,18101,"Beef, steak, boneless, fillet or tenderloin, semi-trimmed, grilled, no added fat",187.14,31.50,6.70,0.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,70.00,Beef ,Cooked beef from the midsection of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.
692,F000839,18101,"Beef, steak, boneless, fillet or tenderloin, untrimmed, raw",169.69,21.50,9.30,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,58.00,Beef ,Raw beef from the midsection of the carcase. Lean muscle meat with internal and external fat attached.
693,F000838,18101,"Beef, steak, boneless, fillet or tenderloin, untrimmed, grilled, no added fat",202.92,30.80,8.80,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,0.00,70.00,Beef ,Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.
694,F000666,18101,"Beef, mince, lower fat, raw",129.30,22.90,4.10,0.00,0.00,0.00,0.00,68.00,46.94,44.07,4.47,3.40,76.00,Beef ,"Raw minced beef supplied with a fat content less than 5%. Commonly includes minced beef labelled as lean, heart smart, five star or ultra fine."
695,F000667,18101,"Beef, mince, lower fat, stir-fried, no added fat",202.92,32.30,8.10,0.00,0.00,0.00,0.00,82.00,47.90,44.08,3.63,3.40,92.00,Beef ,Minced beef supplied with a fat content less than 5% when raw. Fried with no added fat.
696,F000665,18101,"Beef, mince, lower fat, casseroled, no added fat",161.57,28.60,5.10,0.00,0.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,95.00,Beef ,"Cooked, beef mince supplied with fat content of around 5%. Cooked by boiling, braising, microwaving, poaching stewing or casseroling with no added fat. Includes mince beef labelled as lean, heart smart, five star, choice or extra lean."
697,F000678,18101,"Beef, mince, regular fat, raw",169.69,22.40,8.90,0.00,0.00,0.00,0.00,68.00,45.78,45.40,3.04,3.40,76.00,Beef ,Raw minced beef supplied with a fat content between 5-10%.
698,F000679,18101,"Beef, mince, regular fat, stir-fried, no added fat",264.82,29.50,16.40,0.00,0.00,0.00,0.00,82.00,48.80,44.19,2.16,3.40,92.00,Beef ,Minced beef supplied with a fat content between 5-10% when raw. Fried with no added fat.
699,F000655,18101,"Beef, mince, higher fat, raw",183.32,22.50,10.40,0.00,0.00,0.00,0.00,51.00,48.47,43.61,2.96,3.40,78.00,Beef ,Raw minced beef supplied with a fat content greater than 10%.
700,F000656,18101,"Beef, mince, higher fat, stir-fried, no added fat",231.36,27.60,13.50,0.00,0.00,0.00,0.00,60.00,47.31,45.62,1.63,3.40,92.00,Beef ,Minced beef supplied with a fat content greater than 10% when raw. Fried with no added fat.
701,F000704,18101,"Beef, roasting piece, silverside or topside, lean, raw",125.72,23.00,3.60,0.00,0.00,0.00,0.00,44.00,0.00,0.00,0.00,0.00,35.00,Beef ,"Raw beef from the hind portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
702,F000705,18101,"Beef, roasting piece, silverside or topside, lean, roasted, no added fat",158.22,29.80,4.20,0.00,0.00,0.00,0.00,54.00,0.00,0.00,0.00,0.00,62.00,Beef ,"Raw beef from the hind portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
703,F000706,18101,"Beef, roasting piece, silverside or topside, semi-trimmed, raw",134.56,22.80,4.70,0.00,0.00,0.00,0.00,43.00,0.00,0.00,0.00,0.00,36.00,Beef ,Raw beef from the hind portion of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.
704,F000707,18101,"Beef, roasting piece, silverside or topside, semi-trimmed, roasted, no added fat",169.93,29.40,5.70,0.00,0.00,0.00,0.00,53.00,0.00,0.00,0.00,0.00,62.00,Beef ,Raw beef from the hind portion of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.
705,F000708,18101,"Beef, roasting piece, silverside or topside, untrimmed, raw",166.35,22.10,8.70,0.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,38.00,Beef ,Raw beef from the hind portion of the carcase. Lean muscle meat with internal and external fat attached.
706,F000709,18101,"Beef, roasting piece, silverside or topside, untrimmed, roasted, no added fat",190.01,28.60,8.30,0.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,62.00,Beef ,Raw beef from the hind portion of the carcase. Lean muscle meat with internal and external fat attached.
707,F000841,18101,"Beef, steak, boneless, round, lean, raw",100.38,21.00,1.70,0.00,0.00,0.00,0.00,50.00,37.08,40.79,19.23,2.90,62.00,Beef ,"Raw beef from the hind portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
708,F000840,18101,"Beef, steak, boneless, round, lean, grilled, no added fat",146.99,31.80,2.00,0.00,0.00,0.00,0.00,43.00,37.45,46.77,11.94,3.80,75.00,Beef ,"Cooked beef from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
709,F000843,18101,"Beef, steak, boneless, round, semi-trimmed, raw",125.48,20.50,4.70,0.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,62.00,Beef ,Raw beef from the hind portion of the carcase. Lean muscle meat with internal fat. All possible external fat removed.
710,F000842,18101,"Beef, steak, boneless, round, semi-trimmed, grilled, no added fat",156.79,31.40,3.30,0.00,0.00,0.00,0.00,43.00,0.00,0.00,0.00,0.00,75.00,Beef ,Cooked beef from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.
711,F000845,18101,"Beef, steak, boneless, round, untrimmed, raw",135.76,20.40,6.00,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,0.00,62.00,Beef ,Raw beef from the hind portion of the carcase. Lean muscle meat with internal and external fat attached.
712,F000844,18101,"Beef, steak, boneless, round, untrimmed, grilled, no added fat",166.59,31.00,4.60,0.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,75.00,Beef ,Cooked beef from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.
713,F000739,18101,"Beef, rump steak, lean, raw",107.55,20.40,2.80,0.00,0.00,0.00,0.00,50.00,38.93,42.76,14.54,3.80,62.00,Beef ,"Raw beef from the hind portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
714,F000738,18101,"Beef, rump steak, lean, grilled, no added fat",169.69,32.00,4.50,0.00,0.00,0.00,0.00,43.00,36.46,47.19,12.92,3.40,75.00,Beef ,"Cooked beef from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
715,F000752,18101,"Beef, rump steak, semi-trimmed, raw",130.50,20.00,5.60,0.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,62.00,Beef ,Raw beef from the hind portion of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.
716,F000751,18101,"Beef, rump steak, semi-trimmed, grilled, no added fat",192.16,31.00,7.50,0.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,74.00,Beef ,Cooked beef from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.
717,F000765,18101,"Beef, rump steak, untrimmed, raw",194.79,18.90,13.30,0.00,0.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,62.00,Beef ,Raw beef from the hind portion of the carcase. Lean muscle meat with internal and external fat attached.
718,F000764,18101,"Beef, rump steak, untrimmed, grilled, no added fat",217.50,29.90,10.90,0.00,0.00,0.00,0.00,41.00,0.00,0.00,0.00,0.00,74.00,Beef ,Cooked beef from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.
719,F000847,18101,"Beef, steak, boneless, scotch fillet, lean, raw",121.41,23.80,2.80,0.00,0.00,0.00,0.00,57.00,41.02,43.50,11.19,4.30,58.00,Beef ,"Raw beef from the fore portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
720,F000846,18101,"Beef, steak, boneless, scotch fillet, lean, grilled, no added fat",168.98,31.90,4.50,0.00,0.00,0.00,0.00,49.00,35.72,49.42,11.86,3.00,70.00,Beef ,"Cooked beef from the fore portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
721,F000830,18101,"Beef, steak, boneless rump or sirloin, lean, raw",111.14,22.20,2.40,0.00,0.00,0.00,0.00,54.00,0.00,0.00,0.00,0.00,60.00,Beef ,Raw beef from the midsection of the carcase. Lean muscle meat with some inseparable internal fat. Majority of internal and external separable fat removed.
722,F000829,18101,"Beef, steak, boneless rump or sirloin, lean, grilled, no added fat",163.48,31.20,4.10,0.00,0.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,72.00,Beef ,Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with some inseparable internal fat. All possible internal and external separable fat removed after cooking.
723,F000832,18101,"Beef, steak, boneless rump or sirloin, semi-trimmed, raw",136.95,21.70,5.50,0.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,60.00,Beef ,Raw beef from the midsection of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.
724,F000831,18101,"Beef, steak, boneless rump or sirloin, semi-trimmed, grilled, no added fat",185.23,30.40,7.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,72.00,Beef ,Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.
725,F000834,18101,"Beef, steak, boneless rump or sirloin, untrimmed, raw",208.41,20.20,14.30,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,0.00,60.00,Beef ,Raw beef from the midsection of the carcase. Lean muscle meat with internal and external fat attached.
726,F000833,18101,"Beef, steak, boneless rump or sirloin, untrimmed, grilled, no added fat",229.21,28.60,12.80,0.00,0.00,0.00,0.00,43.00,0.00,0.00,0.00,0.00,71.00,Beef ,Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.
727,F000849,18101,"Beef, steak, boneless, scotch fillet, semi-trimmed, raw",179.49,22.40,10.00,0.00,0.00,0.00,0.00,53.00,0.00,0.00,0.00,0.00,58.00,Beef ,Raw beef from the fore portion of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.
728,F000848,18101,"Beef, steak, boneless, scotch fillet, semi-trimmed, grilled, no added fat",206.26,30.30,9.40,0.00,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,70.00,Beef ,Cooked beef from the fore portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.
729,F000851,18101,"Beef, steak, boneless, scotch fillet, untrimmed, raw",211.04,21.60,13.90,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,58.00,Beef ,Raw beef from the fore portion of the carcase. Lean muscle meat with internal and external fat attached.
730,F000850,18101,"Beef, steak, boneless, scotch fillet, untrimmed, grilled, no added fat",227.77,29.40,12.30,0.00,0.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,69.00,Beef ,Cooked beef from the fore portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.
731,F000792,18101,"Beef, silverside roast, lean, raw",118.31,24.10,2.30,0.00,0.00,0.00,0.00,44.00,39.62,42.56,13.66,4.20,35.00,Beef ,"Raw beef from the hind portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
732,F000793,18101,"Beef, silverside roast, lean, roasted, no added fat",158.70,26.90,5.60,0.00,0.00,0.00,0.00,54.00,30.27,52.13,15.14,2.50,62.00,Beef ,"Cooked beef from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees celsius with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
733,F000795,18101,"Beef, silverside roast, semi-trimmed, raw",135.76,23.70,4.50,0.00,0.00,0.00,0.00,43.00,0.00,0.00,0.00,0.00,36.00,Beef ,Raw beef from the hind portion of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.
734,F000796,18101,"Beef, silverside roast, semi-trimmed, roasted, no added fat",168.26,26.60,6.80,0.00,0.00,0.00,0.00,53.00,0.00,0.00,0.00,0.00,62.00,Beef ,Cooked beef from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees celsius with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.
735,F000798,18101,"Beef, silverside roast, untrimmed, raw",169.93,22.80,8.70,0.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,38.00,Beef ,Raw beef from the hind portion of the carcase. Lean muscle meat with internal and external fat attached.
736,F000799,18101,"Beef, silverside roast, untrimmed, roasted, no added fat",190.49,26.00,9.60,0.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,62.00,Beef ,Cooked beef from the hind portion of the carcase. Oven baked to an internal temperature of 70 degrees celsius with no added fat. Lean muscle meat with internal and external fat attached.
737,F000810,18101,"Beef, sirloin steak, lean, raw",114.72,24.10,1.90,0.00,0.00,0.00,0.00,57.00,41.02,43.50,11.19,4.30,58.00,Beef ,"Raw beef from the midsection of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
738,F000809,18101,"Beef, sirloin steak, lean, grilled, no added fat",157.50,30.50,3.80,0.00,0.00,0.00,0.00,49.00,35.72,49.42,11.86,3.00,70.00,Beef ,"Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
739,F000818,18101,"Beef, sirloin steak, semi-trimmed, raw",143.16,23.40,5.50,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,58.00,Beef ,Raw beef from the midsection of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.
740,F000817,18101,"Beef, sirloin steak, semi-trimmed, grilled, no added fat",178.30,29.70,6.50,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,0.00,70.00,Beef ,Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.
741,F000825,18101,"Beef, sirloin steak, untrimmed, raw",222.28,21.40,15.30,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,58.00,Beef ,Raw beef from the midsection of the carcase. Lean muscle meat with internal and external fat attached.
742,F000824,18101,"Beef, sirloin steak, untrimmed, grilled, no added fat",240.68,27.30,14.70,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,69.00,Beef ,Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.
743,F000931,18101,"Beef, stir-fry strips, lean, raw",128.11,27.20,2.00,0.00,0.00,0.00,0.00,38.00,38.92,42.33,14.98,3.80,54.00,Beef ,"Raw beef, purchased as strips and likely to be from various regions of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
744,F000929,18101,"Beef, stir-fry strips, lean, dry-fried, no added fat",153.92,30.90,3.20,0.00,0.00,0.00,0.00,47.00,34.94,48.67,13.36,3.00,77.00,Beef ,"Cooked beef, purchased diced and likely to be from various regions of the carcase. Fried for 3-5 minutes with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
745,F000934,18101,"Beef, strips, lean, casseroled, no added fat",176.86,37.50,2.80,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,74.00,Beef ,"Cooked beef, purchased as strips and likely to be from various regions of the carcase. Casseroled with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
746,F000933,18101,"Beef, stir-fry strips, untrimmed, raw",133.60,27.00,2.70,0.00,0.00,0.00,0.00,38.00,0.00,0.00,0.00,0.00,54.00,Beef ,"Raw beef, purchased as strips and likely to be from various regions of the carcase. Lean muscle meat with internal and external fat attached."
747,F000932,18101,"Beef, stir-fry strips, untrimmed, dry-fried, no added fat",157.03,30.80,3.60,0.00,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,77.00,Beef ,"Cooked beef, purchased as strips and likely to be from various regions of the carcase. Fried for 3-5 minutes with no added fat. Lean muscle meat with internal and external fat attached."
748,F000935,18101,"Beef, strips, untrimmed, casseroled, no added fat",179.73,37.30,3.20,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,74.00,Beef ,"Cooked beef, purchased as strips and likely to be from various regions of the carcase. Casseroled with no added fat. Lean muscle meat with all internal and external separable fat attached."
749,F000881,18101,"Beef, steak, with bone, T-bone or blade, lean, raw",114.72,23.30,2.30,0.00,0.00,0.00,0.00,56.00,0.00,0.00,0.00,0.00,52.00,Beef ,Raw beef from the fore portion of the carcase. Lean muscle meat with some inseparable internal fat. All possible internal and external separable fat removed.
750,F000880,18101,"Beef, steak, with bone, T-bone or blade, lean, grilled, no added fat",153.68,30.60,3.40,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,0.00,76.00,Beef ,Cooked beef from the fore portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with some inseparable internal fat. All possible internal and external separable fat removed after cooking.
751,F000883,18101,"Beef, steak, with bone, T-bone or blade, semi-trimmed, raw",159.66,22.20,7.90,0.00,0.00,0.00,0.00,54.00,0.00,0.00,0.00,0.00,52.00,Beef ,Raw beef from the fore portion of the carcase. Lean muscle meat with internal fat. All possible external fat removed.
752,F000882,18101,"Beef, steak, with bone, T-bone or blade, semi-trimmed, grilled, no added fat",188.58,29.30,7.90,0.00,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,75.00,Beef ,Cooked beef from the fore portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal fat. Majority of external separable fat removed after cooking.
753,F000885,18101,"Beef, steak, with bone, T-bone or blade, untrimmed, raw",202.68,21.20,13.20,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,53.00,Beef ,Raw beef from the fore portion of the carcase. Lean muscle meat with internal and external fat attached.
754,F000884,18101,"Beef, steak, with bone, T-bone or blade, untrimmed, grilled, no added fat",212.24,28.40,10.90,0.00,0.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,74.00,Beef ,Cooked beef from the fore portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.
755,F000887,18101,"Beef, steak, with bone, T-bone, lean, raw",116.40,24.40,2.00,0.00,0.00,0.00,0.00,57.00,41.02,43.50,11.19,4.30,58.00,Beef ,"Raw beef from the midsection of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed."
756,F000886,18101,"Beef, steak, with bone, T-bone, lean, grilled, no added fat",152.25,29.20,3.80,0.00,0.00,0.00,0.00,49.00,35.72,49.42,11.86,3.00,70.00,Beef ,"Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking."
757,F000889,18101,"Beef, steak, with bone, T-bone, semi-trimmed, raw",176.39,22.80,9.50,0.00,0.00,0.00,0.00,53.00,0.00,0.00,0.00,0.00,58.00,Beef ,Raw beef from the midsection of the carcase. Lean muscle meat with internal fat. Majority of external fat removed.
758,F000888,18101,"Beef, steak, with bone, T-bone, semi-trimmed, grilled, no added fat",200.05,27.50,10.00,0.00,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,69.00,Beef ,Cooked beef from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal fat. Majority of external fat removed after cooking.
759,F000891,18101,"Beef, steak, with bone, T-bone, untrimmed, raw",236.14,21.30,16.90,0.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,59.00,Beef ,Raw beef from the midsection of the carcase. Lean muscle meat with internal and external fat attached.
